Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Income_cat,Age,Education_Level,Marital_In_Relationship,Marital_Not_In_Relationship,Marital_Other,Children,Customer_Fidelity
87,6,1,2,2,0,4,1,1,0,2,7,0,0,0,0,0,0,0,"(1729.999, 32011.0]",58,2,False,True,False,2,4226
29,8,4,20,6,3,16,1,1,0,3,5,0,0,0,0,0,0,0,"(32011.0, 44529.0]",47,2,True,False,False,1,3986
89,717,42,864,219,30,84,2,6,7,9,3,0,0,0,1,0,0,0,"(71819.0, 666666.0]",49,2,True,False,False,1,4558
74,1067,138,750,0,19,39,1,7,5,8,4,0,1,1,1,0,0,1,"(71819.0, 666666.0]",40,2,False,True,False,0,4207
97,166,5,107,11,8,29,2,5,1,6,6,0,0,0,0,0,0,0,"(44529.0, 58482.0]",51,2,True,False,False,1,4000
63,29,4,34,2,4,4,3,3,0,3,9,0,0,0,0,0,0,0,"(32011.0, 44529.0]",57,3,True,False,False,2,4657
88,714,76,395,116,0,12,1,4,6,9,1,0,0,0,0,0,0,1,"(71819.0, 666666.0]",63,3,False,True,False,0,4386
34,8,4,10,2,2,4,2,3,0,3,5,0,0,0,0,0,0,0,"(1729.999, 32011.0]",36,3,False,True,False,0,4002
81,229,5,56,3,2,20,2,6,2,4,7,0,0,0,0,0,0,0,"(44529.0, 58482.0]",64,2,True,False,False,1,4476
65,320,48,133,39,72,48,4,6,2,10,4,0,0,0,0,0,0,0,"(44529.0, 58482.0]",72,3,True,False,False,1,4338
51,23,0,26,7,15,3,1,2,0,4,5,0,0,0,0,0,0,0,"(32011.0, 44529.0]",36,2,True,False,False,1,4478
76,1,5,8,4,8,20,2,2,1,2,6,0,0,0,0,0,0,0,"(1729.999, 32011.0]",47,2,False,True,False,1,4013
76,56,0,12,0,0,18,2,2,0,4,7,0,0,0,0,0,0,0,"(32011.0, 44529.0]",63,3,False,True,False,1,4280
84,508,124,249,50,38,134,1,6,5,13,3,0,0,0,0,0,0,0,"(58482.0, 71819.0]",80,2,False,True,False,0,4200
56,29,0,25,2,2,3,4,2,1,4,4,0,0,0,0,0,0,0,"(1729.999, 32011.0]",51,3,True,False,False,1,4123
31,46,7,59,2,4,27,2,3,1,3,6,1,0,0,0,0,0,1,"(32011.0, 44529.0]",44,2,True,False,False,1,4186
0,454,0,171,8,19,32,12,9,2,8,8,0,0,0,0,0,0,0,"(44529.0, 58482.0]",69,2,True,False,False,2,4617
91,350,3,39,0,0,19,2,9,1,4,8,0,0,0,0,0,0,0,"(44529.0, 58482.0]",71,3,True,False,False,1,4193
40,10,0,8,0,0,9,1,1,0,2,9,1,0,0,0,0,0,1,"(1729.999, 32011.0]",39,2,False,True,False,1,4588
59,735,40,183,52,20,30,2,9,3,13,6,0,0,0,0,0,0,0,"(44529.0, 58482.0]",82,3,False,True,False,0,4322
96,897,126,196,91,112,37,3,10,4,7,6,0,0,0,0,0,0,0,"(58482.0, 71819.0]",61,2,True,False,False,1,4633
61,5,2,3,3,0,5,1,1,0,2,8,0,0,0,0,0,0,0,"(1729.999, 32011.0]",46,2,True,False,False,1,4633
14,777,35,731,39,137,114,1,5,9,11,2,0,0,1,0,0,0,1,"(71819.0, 666666.0]",51,2,True,False,False,0,4609
16,162,6,37,6,13,13,2,1,3,6,1,0,0,0,0,0,0,0,"(44529.0, 58482.0]",65,3,True,False,False,1,4051
98,35,0,11,0,0,2,4,2,1,3,7,0,0,0,0,0,0,0,"(1729.999, 32011.0]",62,3,False,True,False,2,3996
11,342,9,112,19,14,19,10,5,2,9,7,0,0,0,0,0,0,1,"(44529.0, 58482.0]",49,2,True,False,False,2,4307
52,258,105,239,237,172,9,1,7,3,4,4,0,0,0,0,0,0,0,"(44529.0, 58482.0]",51,2,True,False,False,0,4535
19,658,80,483,123,13,13,1,3,2,5,1,0,0,0,0,0,0,0,"(71819.0, 666666.0]",64,2,True,False,False,0,3995
61,356,80,329,138,17,106,2,7,6,10,5,0,0,0,0,0,0,0,"(44529.0, 58482.0]",74,2,True,False,False,1,4439
73,213,5,28,7,7,41,1,4,1,6,5,0,0,0,0,0,0,0,"(32011.0, 44529.0]",60,2,True,False,False,1,4062
0,454,0,171,8,19,32,12,9,2,8,8,0,0,0,0,0,0,0,"(44529.0, 58482.0]",69,2,True,False,False,2,4617
74,457,4,29,0,0,9,1,8,1,7,7,0,1,0,0,0,0,0,"(58482.0, 71819.0]",60,2,True,False,False,1,4581
55,241,45,604,34,26,54,1,6,4,10,2,0,0,0,0,0,0,0,"(71819.0, 666666.0]",31,2,True,False,False,0,4640
48,210,0,6,0,0,2,2,4,1,5,7,0,0,0,0,0,0,0,"(32011.0, 44529.0]",51,3,True,False,False,1,4223
53,441,35,83,7,29,11,4,4,2,12,4,0,0,0,0,0,0,0,"(58482.0, 71819.0]",53,2,True,False,False,1,4366
13,19,13,18,10,7,8,1,1,1,3,3,0,0,0,0,0,0,0,"(44529.0, 58482.0]",57,2,True,False,False,1,4323
34,28,9,37,12,7,13,3,2,0,4,8,0,0,0,0,0,0,0,"(32011.0, 44529.0]",57,2,True,False,False,3,4640
54,476,75,162,29,151,97,1,4,4,8,2,0,0,0,0,0,0,0,"(71819.0, 666666.0]",77,2,True,False,False,0,4360
69,364,40,425,158,60,50,1,3,4,8,1,0,0,0,0,0,0,0,"(71819.0, 666666.0]",56,2,False,True,False,0,4122
81,0,0,2,3,3,8,1,1,0,2,5,1,0,0,0,0,0,0,"(1729.999, 32011.0]",29,1,True,False,False,0,4096
99,0,6,3,7,6,12,1,1,0,3,8,0,0,0,0,0,0,0,"(1729.999, 32011.0]",51,2,True,False,False,0,4068
3,863,83,547,86,99,33,1,8,2,5,5,0,0,0,0,0,0,0,"(71819.0, 666666.0]",35,3,True,False,False,0,4636
61,349,7,35,0,0,47,3,8,2,4,7,0,1,0,0,0,0,0,"(58482.0, 71819.0]",68,3,True,False,False,2,4132
65,5,23,15,0,18,14,2,2,0,3,8,0,0,0,0,0,0,0,"(1729.999, 32011.0]",46,1,True,False,False,1,4501
93,184,2,19,8,8,4,3,2,2,6,5,0,0,0,0,0,0,0,"(44529.0, 58482.0]",65,3,True,False,False,1,4192
24,8,0,8,0,0,2,1,1,0,2,8,0,0,0,0,0,0,0,"(32011.0, 44529.0]",73,3,True,False,False,2,4567
8,277,21,64,62,21,25,2,3,2,10,3,0,0,0,0,0,0,0,"(44529.0, 58482.0]",44,2,True,False,False,1,4372
72,44,5,19,0,4,19,3,2,0,4,5,0,0,0,0,0,0,0,"(1729.999, 32011.0]",44,2,False,True,False,2,4406
29,1156,120,915,94,144,96,1,3,4,10,1,0,0,1,0,0,0,0,"(71819.0, 666666.0]",34,3,False,True,False,0,4100
33,373,14,83,6,9,19,3,8,2,6,7,0,0,0,0,0,1,0,"(44529.0, 58482.0]",75,2,True,False,False,1,4496
68,134,8,76,6,0,11,1,4,1,5,6,0,0,0,0,0,0,0,"(32011.0, 44529.0]",68,2,True,False,False,1,4504
55,1148,0,60,0,0,24,3,9,5,4,7,0,1,0,0,0,0,1,"(44529.0, 58482.0]",64,3,False,True,False,1,4490
76,6,12,3,21,6,40,5,2,2,3,5,0,0,0,0,0,0,0,"(1729.999, 32011.0]",67,1,False,True,False,2,4386
17,4,1,11,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,"(1729.999, 32011.0]",54,2,False,True,False,1,4016
94,5,4,8,2,0,5,1,1,0,3,5,0,0,0,0,0,0,0,"(1729.999, 32011.0]",40,2,False,True,False,1,4295
86,24,2,20,2,2,10,2,1,0,4,4,0,0,0,0,0,0,0,"(32011.0, 44529.0]",60,2,True,False,False,2,4275
25,899,0,101,0,0,20,1,6,6,13,4,0,0,0,1,0,0,0,"(58482.0, 71819.0]",73,3,False,True,False,1,4272
22,108,1,28,13,1,4,2,3,1,4,8,0,0,0,0,0,0,0,"(1729.999, 32011.0]",63,3,True,False,False,1,4534
15,27,2,7,0,2,13,1,1,0,3,5,0,0,0,0,0,0,0,"(44529.0, 58482.0]",51,2,True,False,False,2,4086
35,816,66,549,216,66,99,1,5,6,4,3,0,0,0,0,0,0,1,"(71819.0, 666666.0]",55,3,False,True,False,0,4518
81,1298,0,70,37,14,42,4,7,4,10,4,0,1,1,0,0,0,1,"(58482.0, 71819.0]",56,3,False,True,False,1,4553
55,10,0,11,17,29,29,1,1,2,2,4,0,0,0,0,0,0,0,"(44529.0, 58482.0]",65,2,False,True,False,1,4034
94,87,13,34,10,6,10,1,4,0,4,5,0,0,0,0,0,0,0,"(58482.0, 71819.0]",73,2,False,True,False,1,4096
50,57,2,51,4,2,23,3,2,1,4,6,0,0,0,0,0,0,0,"(32011.0, 44529.0]",56,3,True,False,False,2,4397
64,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,0,"(58482.0, 71819.0]",57,3,False,True,False,1,4398
91,43,12,23,29,15,61,1,2,1,4,4,0,0,0,0,0,0,0,"(44529.0, 58482.0]",60,2,True,False,False,1,4265
11,964,34,137,15,0,11,2,5,2,10,8,0,1,0,0,0,0,0,"(58482.0, 71819.0]",56,3,True,False,False,1,4419
72,572,8,259,34,35,80,1,3,5,5,1,0,0,0,0,0,0,0,"(71819.0, 666666.0]",53,3,True,False,False,0,4049
6,341,142,113,259,151,66,3,6,6,12,5,0,0,0,0,0,0,0,"(58482.0, 71819.0]",64,2,False,True,False,1,4622
0,63,6,57,13,13,22,4,2,1,5,4,0,0,0,0,0,0,0,"(44529.0, 58482.0]",48,2,True,False,False,2,4255
66,221,104,169,102,78,84,3,9,2,8,7,0,0,0,0,0,1,0,"(44529.0, 58482.0]",66,2,True,False,False,1,4484
42,140,3,29,4,5,14,2,3,2,4,4,0,0,0,0,0,0,0,"(44529.0, 58482.0]",67,3,True,False,False,1,4144
60,1,2,8,4,3,13,2,1,1,2,7,1,0,0,0,0,0,1,"(1729.999, 32011.0]",46,2,False,True,False,1,4591
64,291,10,689,84,10,0,1,3,4,9,1,0,0,0,0,0,0,0,"(58482.0, 71819.0]",68,3,True,False,False,0,4280
87,544,13,85,8,6,29,3,10,4,5,8,1,0,0,0,0,0,0,"(44529.0, 58482.0]",69,3,True,False,False,1,4458
96,684,100,801,21,66,0,1,6,9,10,2,0,0,1,0,0,0,0,"(71819.0, 666666.0]",60,3,True,False,False,0,4183
1,1,12,9,0,14,7,1,2,0,3,7,0,0,0,0,0,0,0,"(1729.999, 32011.0]",35,2,True,False,False,0,4207
54,35,0,4,0,0,10,1,1,1,2,5,1,0,0,0,0,0,0,"(32011.0, 44529.0]",68,3,True,False,False,2,4097
53,87,3,25,3,2,13,2,3,0,4,7,0,0,0,0,0,0,0,"(32011.0, 44529.0]",60,2,True,False,False,1,4367
96,309,3,24,4,3,20,2,5,1,7,7,0,1,0,0,0,0,0,"(32011.0, 44529.0]",68,2,True,False,False,1,4224
58,172,73,93,95,78,34,2,2,4,10,1,0,0,0,0,0,1,0,"(58482.0, 71819.0]",70,2,True,False,False,1,4404
12,625,38,242,50,34,76,2,7,11,11,4,1,0,0,0,0,0,0,"(71819.0, 666666.0]",53,2,True,False,False,1,4209
78,972,59,913,25,19,59,1,5,9,6,3,0,0,1,0,0,0,0,"(71819.0, 666666.0]",56,2,True,False,False,0,4438
64,157,6,39,6,13,75,5,4,1,5,6,0,0,0,0,0,0,0,"(44529.0, 58482.0]",53,2,True,False,False,2,4570
26,48,9,45,3,15,20,4,2,1,4,6,0,0,0,0,0,0,1,"(32011.0, 44529.0]",50,2,False,True,False,2,4330
8,279,83,88,32,14,34,1,4,2,10,3,0,0,0,0,0,0,0,"(58482.0, 71819.0]",60,2,False,True,False,1,4311
49,132,0,16,0,0,4,5,3,1,4,9,0,0,0,0,0,0,0,"(32011.0, 44529.0]",62,3,True,False,False,2,4654
56,919,0,505,99,30,45,1,4,9,10,2,0,0,0,0,0,0,0,"(58482.0, 71819.0]",34,3,True,False,False,0,4230
55,62,0,22,3,1,26,2,2,2,2,7,0,0,0,0,0,0,0,"(32011.0, 44529.0]",62,2,False,True,False,1,4490
25,1,45,3,4,6,42,3,3,1,3,8,0,0,0,0,0,0,0,"(1729.999, 32011.0]",39,1,False,True,False,1,4640
50,2,6,4,3,1,9,1,1,0,2,8,0,0,0,0,0,0,0,"(1729.999, 32011.0]",52,2,True,False,False,1,4244
84,408,61,109,48,122,41,1,5,7,9,4,0,0,0,1,0,0,0,"(71819.0, 666666.0]",68,2,False,True,False,0,4483
30,51,1,7,2,1,25,2,2,1,2,8,1,0,0,0,0,0,0,"(32011.0, 44529.0]",44,2,True,False,False,2,4298
81,62,1,16,3,2,6,4,2,1,4,5,0,0,0,0,0,0,0,"(32011.0, 44529.0]",67,3,False,True,False,2,4244
74,952,12,180,47,12,12,2,5,4,9,3,0,0,0,0,0,0,0,"(71819.0, 666666.0]",66,3,True,False,False,1,4391
76,618,15,106,20,7,45,1,11,2,8,6,0,1,0,0,0,0,0,"(58482.0, 71819.0]",70,3,False,True,False,0,4224
36,11,7,12,2,2,27,2,2,1,2,5,1,0,0,0,0,0,1,"(1729.999, 32011.0]",39,2,True,False,False,1,4579
64,318,3,17,4,7,56,5,4,1,8,4,0,0,0,0,0,0,0,"(44529.0, 58482.0]",50,3,True,False,False,1,4282
62,56,0,14,0,0,2,3,3,0,3,7,0,0,0,0,0,0,0,"(32011.0, 44529.0]",70,3,True,False,False,2,4055
53,110,5,59,7,1,7,5,5,0,4,8,0,0,0,0,0,0,0,"(32011.0, 44529.0]",54,2,False,True,False,2,4463
86,23,0,11,2,1,3,1,1,0,3,5,0,0,0,0,0,0,0,"(32011.0, 44529.0]",39,3,True,False,False,1,4329
15,27,5,8,8,3,12,3,3,0,4,4,0,0,0,0,0,0,0,"(32011.0, 44529.0]",47,2,False,True,False,1,4104
67,18,3,19,3,3,6,2,2,0,3,8,0,0,0,0,0,0,0,"(1729.999, 32011.0]",42,2,True,False,False,1,4429
47,18,0,9,0,1,11,1,1,0,3,6,0,0,0,0,0,0,0,"(32011.0, 44529.0]",49,3,True,False,False,1,4022
47,303,0,280,60,147,15,4,8,2,11,6,0,0,0,0,0,0,0,"(58482.0, 71819.0]",54,2,True,False,False,1,3998
81,97,1,19,2,0,11,1,2,1,4,3,0,0,0,0,0,0,0,"(44529.0, 58482.0]",69,3,True,False,False,1,4037
98,997,15,414,99,30,76,1,5,6,12,2,0,1,1,0,1,0,0,"(71819.0, 666666.0]",53,2,True,False,False,0,4232
56,5,4,13,8,0,4,1,1,0,3,8,0,0,0,0,0,0,0,"(1729.999, 32011.0]",36,2,True,False,False,1,4324
48,95,11,35,0,4,7,4,2,1,5,6,0,0,0,0,0,0,0,"(32011.0, 44529.0]",73,2,False,True,False,2,4176
18,1,6,2,3,6,3,1,1,0,3,7,0,0,0,0,0,0,0,"(1729.999, 32011.0]",41,1,False,True,False,1,4126
74,46,1,12,3,0,9,2,2,0,3,4,0,0,0,0,0,0,0,"(58482.0, 71819.0]",58,3,True,False,False,3,4233
68,411,106,147,54,115,66,1,5,10,7,1,1,0,0,0,0,0,0,"(71819.0, 666666.0]",63,2,False,True,False,1,4000
36,244,51,270,101,0,45,1,1,3,5,1,0,0,0,0,0,0,0,"(58482.0, 71819.0]",78,3,True,False,False,0,4034
90,152,9,121,12,12,45,4,6,2,4,8,0,0,0,0,0,0,0,"(1729.999, 32011.0]",47,3,True,False,False,1,4658
65,1,1,3,1,1,1,15,0,0,0,20,0,0,0,0,0,0,0,"(1729.999, 32011.0]",54,2,False,True,False,0,4006
63,10,17,18,8,26,40,4,3,2,2,9,0,0,0,0,0,0,0,"(1729.999, 32011.0]",33,1,False,True,False,1,4537
82,12,0,5,0,0,4,1,0,1,2,5,0,0,0,0,0,0,0,"(32011.0, 44529.0]",57,2,True,False,False,2,4414
63,5,0,4,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,"(1729.999, 32011.0]",52,3,True,False,False,1,4061
55,790,19,133,12,0,19,3,8,3,13,6,0,1,0,0,0,0,0,"(58482.0, 71819.0]",50,2,True,False,False,1,4000
64,882,29,514,38,29,44,1,4,2,6,3,0,0,1,1,0,0,1,"(58482.0, 71819.0]",60,3,True,False,False,0,4270
51,615,28,259,12,48,30,4,6,5,13,4,0,1,0,0,0,0,0,"(58482.0, 71819.0]",73,2,True,False,False,2,4312
97,1004,59,265,115,59,27,2,11,10,11,6,1,0,0,0,0,0,1,"(71819.0, 666666.0]",58,3,True,False,False,1,4456
92,133,27,421,13,195,71,2,7,3,5,4,0,0,0,0,0,0,0,"(71819.0, 666666.0]",53,2,True,False,False,1,4254
51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,0,"(58482.0, 71819.0]",62,2,False,True,False,1,4218
72,293,0,87,4,11,23,4,7,2,5,7,0,0,0,0,0,0,1,"(44529.0, 58482.0]",55,3,True,False,False,2,4663
39,313,15,47,20,0,192,2,7,4,3,6,0,0,0,0,0,0,1,"(58482.0, 71819.0]",70,2,True,False,False,1,4659
49,151,81,86,168,91,64,2,4,2,11,2,0,0,0,0,0,0,0,"(71819.0, 666666.0]",50,2,True,False,False,1,4012
21,15,0,2,0,0,6,1,1,0,2,6,1,0,0,0,0,0,0,"(32011.0, 44529.0]",49,2,True,False,False,2,4066
91,736,63,946,219,189,126,1,4,7,11,2,0,0,1,1,0,0,0,"(71819.0, 666666.0]",56,2,True,False,False,0,4281
37,15,0,8,4,2,20,2,1,1,2,5,1,0,0,0,0,0,0,"(32011.0, 44529.0]",52,3,False,True,False,2,4005
98,982,17,672,23,34,51,1,6,2,8,2,0,0,1,0,0,0,1,"(71819.0, 666666.0]",42,3,False,True,False,0,4367
85,1142,51,415,90,69,37,1,7,8,11,3,1,0,0,1,0,0,0,"(71819.0, 666666.0]",43,3,True,False,False,0,4170
40,28,0,11,0,0,9,3,2,0,3,8,0,0,0,0,0,0,0,"(1729.999, 32011.0]",65,2,True,False,False,2,4322
2,46,0,12,0,2,23,2,2,1,2,7,0,0,0,0,0,0,1,"(44529.0, 58482.0]",73,2,False,True,False,2,4079
78,897,161,430,186,161,27,0,4,7,6,1,1,0,1,1,0,0,1,"(71819.0, 666666.0]",50,2,False,True,False,0,4228
41,489,6,152,8,6,132,10,9,4,6,8,0,0,0,0,0,0,1,"(44529.0, 58482.0]",62,3,True,False,False,2,4607
94,25,4,9,6,8,32,3,2,1,3,7,0,0,0,0,0,0,0,"(1729.999, 32011.0]",55,2,True,False,False,1,4470
10,145,1,33,2,1,1,1,4,1,4,6,0,0,0,0,0,0,0,"(44529.0, 58482.0]",77,3,True,False,False,1,4277
73,630,26,611,44,18,54,1,6,6,6,2,0,0,0,0,0,0,0,"(71819.0, 666666.0]",67,2,False,True,False,0,3972
22,760,38,104,50,9,38,2,7,3,4,4,0,1,0,0,0,0,0,"(44529.0, 58482.0]",81,2,True,False,False,0,4047
30,420,15,186,151,38,15,3,5,3,13,3,0,0,0,0,0,0,0,"(58482.0, 71819.0]",62,3,False,True,False,1,4487
21,125,17,52,3,19,30,4,5,1,4,8,1,0,0,0,0,0,1,"(32011.0, 44529.0]",53,2,False,True,False,1,4636
51,464,5,64,7,0,70,8,9,1,7,8,0,0,0,0,0,0,0,"(44529.0, 58482.0]",59,3,True,False,False,2,4431
97,6,6,29,12,15,8,3,2,1,3,8,0,0,0,0,0,0,0,"(1729.999, 32011.0]",57,3,False,True,False,1,4549
56,1090,12,96,16,12,60,4,3,4,11,8,0,1,0,0,0,0,0,"(58482.0, 71819.0]",54,2,True,False,False,1,4452
4,3,2,11,2,2,10,1,1,0,2,6,1,0,0,0,0,0,0,"(32011.0, 44529.0]",50,3,True,False,False,1,4159
77,24,0,27,8,30,10,2,3,0,3,7,0,0,0,0,0,1,0,"(32011.0, 44529.0]",61,2,True,False,False,3,4508
95,737,21,106,55,63,210,0,6,7,9,3,0,0,0,1,0,0,0,"(71819.0, 666666.0]",47,2,False,True,False,0,4610
36,254,6,71,4,0,27,5,5,1,7,5,0,0,0,0,0,0,0,"(44529.0, 58482.0]",50,2,True,False,False,1,4176
13,817,185,687,145,55,241,1,4,6,8,2,0,0,1,0,0,0,1,"(71819.0, 666666.0]",42,2,True,False,False,0,4653
90,620,54,239,99,98,119,2,9,7,10,7,0,1,0,0,1,0,1,"(44529.0, 58482.0]",54,2,False,True,False,0,4644
49,13,4,20,0,0,1,2,1,0,3,9,0,0,0,0,0,0,0,"(32011.0, 44529.0]",68,3,True,False,False,2,4611
18,113,61,204,34,26,47,2,7,1,7,8,0,0,0,0,0,0,0,"(32011.0, 44529.0]",74,3,True,False,False,0,4307
89,7,23,78,133,49,144,2,4,2,5,7,0,0,0,0,0,0,0,"(1729.999, 32011.0]",74,1,True,False,False,0,4565
43,16,2,18,2,1,5,1,1,0,3,7,0,0,0,0,0,0,0,"(32011.0, 44529.0]",55,2,False,True,False,1,4436
82,462,0,24,6,0,4,2,9,2,5,7,0,1,0,0,0,0,1,"(44529.0, 58482.0]",53,3,True,False,False,1,4547
84,22,2,10,6,4,34,2,1,2,2,4,0,0,0,0,0,0,0,"(44529.0, 58482.0]",56,2,True,False,False,2,4350
80,968,147,842,137,42,210,1,5,7,10,2,1,0,1,1,0,0,1,"(71819.0, 666666.0]",53,3,True,False,False,0,4468
68,283,112,151,51,72,125,2,7,2,10,6,0,0,0,0,0,0,0,"(44529.0, 58482.0]",54,2,True,False,False,0,4510
12,1,2,5,6,0,3,1,1,0,2,7,0,0,0,0,0,0,0,"(1729.999, 32011.0]",69,2,True,False,False,0,4261
75,14,1,7,2,1,1,1,2,0,2,9,0,0,0,0,0,0,0,"(1729.999, 32011.0]",54,2,False,True,False,1,4297
10,30,5,24,6,3,8,2,2,0,4,5,0,0,0,0,0,0,0,"(32011.0, 44529.0]",52,2,True,False,False,1,4067
91,4,0,5,0,1,5,1,1,0,2,7,0,0,0,0,0,0,0,"(32011.0, 44529.0]",48,3,False,True,False,2,4168
21,52,0,9,0,0,1,2,1,0,4,4,0,0,0,0,0,0,0,"(44529.0, 58482.0]",62,3,False,True,False,2,4042
28,62,1,57,19,11,48,2,2,1,5,2,0,0,0,0,0,0,0,"(58482.0, 71819.0]",71,3,True,False,False,1,4056
97,20,2,14,3,0,10,1,2,0,2,9,0,0,0,0,0,0,0,"(32011.0, 44529.0]",47,3,True,False,False,1,4211
49,545,7,114,37,21,78,5,7,2,11,5,0,1,0,0,0,0,0,"(44529.0, 58482.0]",59,2,True,False,False,1,4334
14,558,79,622,207,175,95,1,4,6,4,1,0,0,1,0,0,0,1,"(71819.0, 666666.0]",79,2,True,False,False,0,4094
5,6,5,4,13,4,25,4,2,1,3,6,0,0,0,0,0,0,0,"(1729.999, 32011.0]",47,2,False,True,False,2,4513
37,39,1,9,2,0,8,0,1,0,1,1,0,0,0,0,0,0,0,"(71819.0, 666666.0]",54,3,True,False,False,1,4354
62,1111,24,790,160,45,172,0,5,8,5,2,0,1,1,1,0,0,1,"(71819.0, 666666.0]",72,2,True,False,False,0,4446
83,4,6,8,6,3,10,1,2,0,3,7,0,0,0,0,0,0,0,"(1729.999, 32011.0]",40,2,True,False,False,0,4095
48,183,5,65,3,5,49,5,5,2,4,9,0,0,0,0,0,0,0,"(32011.0, 44529.0]",55,2,False,True,False,2,4453
94,546,72,376,94,145,72,1,5,5,8,3,0,1,0,0,0,0,0,"(58482.0, 71819.0]",46,2,True,False,False,0,4569
61,606,7,155,10,0,54,5,10,3,8,7,0,0,0,0,0,0,0,"(58482.0, 71819.0]",59,2,True,False,False,1,4330
70,266,6,51,8,6,64,6,7,1,5,8,0,0,0,0,0,0,0,"(44529.0, 58482.0]",49,2,True,False,False,2,4416
43,1142,29,249,38,29,14,1,5,5,12,2,0,1,1,0,0,0,0,"(71819.0, 666666.0]",60,3,True,False,False,0,4001
23,1074,0,69,0,0,46,1,10,4,13,6,1,0,1,1,1,0,1,"(58482.0, 71819.0]",43,2,True,False,False,0,4130
37,771,51,154,54,10,154,7,11,2,12,6,0,0,0,0,0,0,0,"(58482.0, 71819.0]",53,2,True,False,False,1,4306
50,371,32,189,0,58,6,2,5,4,10,4,0,0,0,0,0,0,0,"(58482.0, 71819.0]",65,3,True,False,False,1,4113
78,556,14,717,210,0,43,1,7,5,10,4,0,0,0,0,0,0,0,"(58482.0, 71819.0]",69,3,False,True,False,0,4547
74,202,5,74,11,5,14,3,6,1,5,7,0,0,0,0,0,0,0,"(44529.0, 58482.0]",60,3,True,False,False,1,4271
14,209,162,209,41,162,37,5,4,7,10,2,0,0,0,0,0,0,0,"(71819.0, 666666.0]",70,2,True,False,False,1,4199
77,35,40,111,36,40,12,3,3,1,7,4,0,0,0,0,0,0,0,"(58482.0, 71819.0]",36,2,True,False,False,1,4133
39,37,0,17,0,0,3,3,3,0,3,9,0,0,0,0,0,0,0,"(1729.999, 32011.0]",63,3,False,True,False,2,4399
89,171,45,73,59,10,90,4,3,2,8,4,0,0,0,0,0,0,0,"(44529.0, 58482.0]",60,2,True,False,False,1,4235
62,12,2,20,3,2,5,1,1,0,3,7,0,0,0,0,0,0,0,"(44529.0, 58482.0]",52,2,True,False,False,2,3983
59,44,4,21,6,0,27,2,3,0,3,7,0,0,0,0,0,0,0,"(32011.0, 44529.0]",53,2,True,False,False,2,4299
68,20,2,9,4,6,20,1,1,1,2,4,0,0,0,0,0,0,0,"(32011.0, 44529.0]",41,2,True,False,False,1,4112
13,779,86,537,34,69,138,1,5,9,12,3,0,0,0,0,0,0,0,"(71819.0, 666666.0]",65,3,True,False,False,0,4397
37,170,6,97,24,12,88,3,6,1,5,6,0,0,0,0,0,0,0,"(44529.0, 58482.0]",67,3,True,False,False,1,4352
36,491,48,231,112,105,134,2,5,7,12,1,0,0,1,0,0,0,0,"(71819.0, 666666.0]",57,2,True,False,False,1,4137
28,173,8,107,7,2,176,4,7,2,3,9,1,0,0,0,0,1,1,"(32011.0, 44529.0]",48,2,False,True,False,2,4628
2,7,10,13,16,0,4,2,3,0,3,8,0,0,0,0,0,0,0,"(1729.999, 32011.0]",51,1,True,False,False,1,4056
17,1205,0,235,19,14,205,6,6,3,13,7,0,0,0,0,0,0,0,"(71819.0, 666666.0]",63,3,True,False,False,1,4464
86,10,7,25,6,3,7,1,3,0,3,7,0,0,0,0,0,0,0,"(1729.999, 32011.0]",43,2,True,False,False,0,4036
54,97,4,44,6,1,18,1,3,1,4,5,0,0,0,0,0,0,0,"(44529.0, 58482.0]",50,3,True,False,False,1,4241
2,67,11,26,4,3,262,0,1,0,1,17,0,0,0,0,0,0,0,"(1729.999, 32011.0]",43,3,False,True,False,0,4163
3,345,53,528,98,75,97,1,8,3,5,4,1,0,0,0,0,0,1,"(58482.0, 71819.0]",80,3,True,False,False,0,4188
84,6,5,17,3,24,46,2,2,2,2,7,0,0,0,0,0,0,0,"(1729.999, 32011.0]",46,2,True,False,False,1,4078
8,73,57,100,71,15,0,5,6,1,5,9,0,0,0,0,0,0,1,"(44529.0, 58482.0]",56,2,True,False,False,2,4528
4,711,36,217,172,96,168,3,7,4,7,4,0,1,0,1,0,0,0,"(58482.0, 71819.0]",63,2,True,False,False,1,4248
57,774,70,118,182,187,93,1,4,9,13,1,0,0,0,0,0,0,0,"(71819.0, 666666.0]",77,2,False,True,False,0,4299
24,163,0,480,0,126,75,1,6,5,8,9,0,1,1,1,0,0,1,"(71819.0, 666666.0]",47,3,True,False,False,1,4644
51,82,33,54,71,30,41,2,5,2,4,5,0,0,0,0,0,0,0,"(44529.0, 58482.0]",50,2,True,False,False,1,4249
